epoch,train_loss,val_loss,train_macro_f1,val_macro_f1,grad_norm_mean,grad_norm_max,epoch_seconds,outer_fold
0,0.4539871450596821,0.26127302646636963,0.7975974290566833,0.8521745067471447,0.9376742940459709,2.1143505573272705,0.508,1
1,0.3254532053400903,0.23628509044647217,0.8140521081446486,0.8394734326993802,1.2076809300542974,3.124316930770874,0.498,1
2,0.30225065554175207,0.22914384305477142,0.8148369843977934,0.856678809746912,1.2706984539226227,2.8510448932647705,0.499,1
3,0.288604929289351,0.23078805208206177,0.8309175340623213,0.8186482130783366,1.3400606443314922,3.095388412475586,0.5,1
4,0.2756401053513553,0.22696946561336517,0.8371495169342899,0.8234241207566197,1.4138907338253928,3.1470086574554443,0.5,1
5,0.27105471966653555,0.2196962684392929,0.8406543863465893,0.8377852589148058,1.458564683657908,3.398897171020508,0.497,1
6,0.26392532013718933,0.21688540279865265,0.8469856605805359,0.8293210525294413,1.5723370568589374,4.905395984649658,0.504,1
7,0.2605899868437558,0.20521892607212067,0.8430617714241119,0.8445020967399353,1.6072132575684246,4.157573223114014,0.5,1
8,0.26260002231550905,0.21846500039100647,0.8473708283825946,0.8318371229436519,1.6232774075164744,4.03093147277832,0.505,1
9,0.25683543738100123,0.19572484493255615,0.8574604321677575,0.8711448248399729,1.6567180241297799,4.335483551025391,0.498,1
10,0.25328791330466915,0.20719455182552338,0.8659345381134437,0.839288095454106,1.6327265795520978,4.0890021324157715,0.499,1
11,0.2538443935469635,0.1959543526172638,0.8628261113231173,0.8656198819134863,1.67346915144488,4.668488025665283,0.502,1
12,0.24836729054734522,0.19856755435466766,0.8662081141242381,0.8507058108618142,1.6418939395740373,4.975182056427002,0.502,1
13,0.24762193608965416,0.19194817543029785,0.8682453489144053,0.868577960437915,1.6483870466654624,5.227290153503418,0.503,1
14,0.24881670757168695,0.19739453494548798,0.8713702036514062,0.8524520693402292,1.6489690228924645,4.411074161529541,0.502,1
15,0.24481010404703024,0.19448287785053253,0.8635783610129208,0.8531902972612171,1.7158484797283478,5.510169506072998,0.505,1
16,0.24263632680324937,0.212672621011734,0.8746109328682101,0.8427743035801969,1.6888985788931827,4.312466621398926,0.501,1
17,0.24243543403768977,0.20788753032684326,0.8704942142594195,0.842503421716385,1.6558909531335166,4.659821510314941,0.503,1
0,0.4697779481714508,0.3580719232559204,0.8149411649122859,0.751595630078143,0.9437958672052952,1.9644719362258911,0.504,2
1,0.3180761868453592,0.3092844486236572,0.8284297132846686,0.7655488882072069,1.0832708360022794,3.1208455562591553,0.504,2
2,0.2864111842966017,0.3093684911727905,0.8454746717951336,0.7723240148249667,1.2161788548831889,2.449613094329834,0.498,2
3,0.2757544199638757,0.2851812541484833,0.8484863740105704,0.783094461038961,1.3525302936187835,3.3196117877960205,0.496,2
4,0.2627932054229022,0.288053423166275,0.8519414342135034,0.7884217966473609,1.4585575043447414,4.0950446128845215,0.495,2
5,0.2587759595236552,0.27218401432037354,0.8651026983682213,0.7979159802653045,1.5836561128772344,5.0074005126953125,0.495,2
6,0.24897705913966123,0.26927605271339417,0.8665824706207189,0.7971589393658003,1.6448824068329895,3.915238857269287,0.497,2
7,0.24609455031817065,0.25867122411727905,0.8736849356429996,0.813624202862596,1.7255454873346716,4.9933271408081055,0.499,2
8,0.24164775344186848,0.2619604170322418,0.8620946948391043,0.7974382910415972,1.7716092967420896,6.472463607788086,0.497,2
9,0.23830731310402498,0.25183019042015076,0.8716097611688809,0.8085647303067691,1.7868648725008902,5.143190383911133,0.498,2
10,0.23585559969330527,0.2569446265697479,0.8723319077212308,0.8031401875328777,1.8540611540736498,5.109542369842529,0.5,2
11,0.23299306177959278,0.24583150446414948,0.8755239158698753,0.808234024634907,1.8629713003427812,5.456929683685303,0.496,2
12,0.23304736928272216,0.2531665563583374,0.8826685338755116,0.8134733574363555,1.8661544432268922,6.176393508911133,0.499,2
13,0.22935695177568294,0.2645731568336487,0.8860814255427807,0.8161784671357357,1.8738452104119323,5.2364115715026855,0.497,2
14,0.2327287560795731,0.25836604833602905,0.8828953526399109,0.8139744591716425,1.830842627069881,6.511838912963867,0.499,2
15,0.2272918203300096,0.2426803559064865,0.8790081895684176,0.815254692701475,1.8656124007890595,5.668292999267578,0.5,2
16,0.22707813034586039,0.2554675340652466,0.8836708914243236,0.8120930450606016,1.8733628156710427,5.70761251449585,0.495,2
17,0.22693777711457502,0.24430042505264282,0.8852191932681265,0.8192960131863575,1.846545300650408,5.111374855041504,0.499,2
18,0.22369050701446144,0.24239417910575867,0.878888980736056,0.82135775705739,1.8531934344516896,6.105705738067627,0.502,2
19,0.22053960965341818,0.24355582892894745,0.8869221735333926,0.820385398653439,1.8001933073462786,5.427707672119141,0.498,2
20,0.2212298125775634,0.23943156003952026,0.8849849389020024,0.8197692120610314,1.8574913122880428,6.227250099182129,0.506,2
21,0.22286063426795924,0.2485576868057251,0.8855634742406491,0.8174986337117498,1.8563700602205573,5.791958332061768,0.505,2
22,0.22152374764919125,0.2514823377132416,0.8888318666779234,0.8179700260264144,1.8134788977753833,5.274430751800537,0.499,2
23,0.2211613490057023,0.24570512771606445,0.8933140204931984,0.8182377445754995,1.8362315369076967,10.230475425720215,0.495,2
24,0.22039846883285644,0.2377011626958847,0.8816786848547176,0.8242825564611984,1.7921151440973961,5.486237049102783,0.495,2
25,0.21917096458591698,0.2350873202085495,0.8861501438946949,0.8209881029907801,1.7907613371167146,5.392461776733398,0.496,2
26,0.21843102213123072,0.25460800528526306,0.885097225492886,0.812040053218023,1.7483549211616567,4.816215515136719,0.496,2
27,0.22144895636705106,0.24250072240829468,0.887522627156422,0.8191547705460962,1.7912472990540527,5.175625801086426,0.499,2
28,0.21830824941475346,0.23959632217884064,0.8882110162861873,0.8200517701959105,1.769271283398203,6.172731876373291,0.494,2
29,0.21759906822525574,0.24223779141902924,0.8866749967670692,0.8146920813651826,1.7294205195199217,4.906085968017578,0.499,2
30,0.22003801331159936,0.23451882600784302,0.8878534112997364,0.8267123856298264,1.7525357515956608,5.244482517242432,0.498,2
31,0.21486329385583194,0.23569616675376892,0.8879539294103445,0.8190749056918386,1.7355168045825253,4.597211837768555,0.496,2
32,0.2168591363665139,0.24526984989643097,0.8841321984984979,0.8174029294237373,1.7270052168410184,5.812944412231445,0.501,2
33,0.21380848153482013,0.23149645328521729,0.8929937191942183,0.826891410407707,1.7577685802231364,5.665432453155518,0.496,2
34,0.21373189481019503,0.24241337180137634,0.893883703925928,0.8271226318395531,1.7347231407042858,4.666445732116699,0.498,2
35,0.21744369121273308,0.2285618633031845,0.8882234423871953,0.8303310540741208,1.7352947459057326,5.157942771911621,0.498,2
36,0.21105607136061763,0.2394603043794632,0.8965174164889333,0.8160594384436044,1.7002369141043963,4.855411529541016,0.5,2
37,0.21365351646666791,0.2351798713207245,0.8959883121166303,0.8244368404096318,1.7215993369003084,5.665095329284668,0.499,2
38,0.21467104599390935,0.23125623166561127,0.8938192646470703,0.8261861766700584,1.7390838344446273,6.6726531982421875,0.5,2
39,0.2143455650903147,0.23352664709091187,0.8891964491440562,0.8214772002299341,1.66131326446118,5.022933006286621,0.499,2
40,0.21462432968388448,0.23245175182819366,0.8919044263266329,0.8218858271336167,1.6411665236493842,4.31204080581665,0.499,2
41,0.2153483426203278,0.24302898347377777,0.8942972471865926,0.8241391301697143,1.6668973575324055,6.348362445831299,0.498,2
42,0.21253133283087636,0.23614875972270966,0.8936452446286949,0.8215016705577586,1.6836296196506018,5.539909362792969,0.5,2
43,0.21467598527669907,0.23845060169696808,0.8946339926944944,0.8140228807451493,1.6998918008128068,5.175631046295166,0.499,2
0,0.4484401960932062,0.40893110632896423,0.8133781019362112,0.7646491842558583,0.8424828867667278,3.6950554847717285,0.555,3
1,0.306090427422712,0.36157509684562683,0.8291582796358871,0.7819539168335088,0.9481857466917578,1.9758213758468628,0.555,3
2,0.2803503307704084,0.29692625999450684,0.843779375980912,0.8179637981687589,1.1349634461801827,8.087540626525879,0.555,3
3,0.2677020193206463,0.3059176504611969,0.8469669353711883,0.8073113132326886,1.2247698035321846,2.6789467334747314,0.556,3
4,0.25821343583591055,0.30749937891960144,0.857203974919345,0.8114210936087534,1.3101982200255664,3.4866085052490234,0.558,3
5,0.2517830053925985,0.30552417039871216,0.8647071687230699,0.8152439590598568,1.3950188258105745,4.509371757507324,0.555,3
6,0.25057642092150345,0.29980558156967163,0.8619266120064446,0.8039000415067501,1.4626428716581643,11.144980430603027,0.554,3
7,0.24175532001692787,0.28891798853874207,0.8604370345426644,0.819170859673527,1.4954041746765256,29.035768508911133,0.541,3
8,0.2387293629220666,0.2849994897842407,0.8642105420338757,0.8229401323681009,1.5141194522066708,4.7318501472473145,0.501,3
9,0.24024371884282242,0.29741987586021423,0.863756854138231,0.8125219927839411,1.5260313225122308,13.159187316894531,0.501,3
10,0.23501164893152215,0.27523356676101685,0.8679057256826896,0.8217211724491535,1.557093358675953,12.897176742553711,0.505,3
11,0.2340670656486462,0.28446656465530396,0.8758650181304806,0.8216044564131022,1.5620767112934228,5.638434886932373,0.503,3
12,0.23295265336046106,0.2793029844760895,0.8712815974198965,0.8138092173227739,1.5549020530442474,5.622294902801514,0.498,3
13,0.23011355307713957,0.27845123410224915,0.8775332939467959,0.8266274274060482,1.58153368632784,5.539654731750488,0.499,3
14,0.22732009837828449,0.28045496344566345,0.8775905650542454,0.8166388584439,1.5675006505293336,12.640626907348633,0.502,3
15,0.22616925676585187,0.29989299178123474,0.8770220782768724,0.8108755162867044,1.6018403688045673,14.685382843017578,0.499,3
16,0.22923779515095535,0.2852107882499695,0.8795587538678472,0.8096770702908471,1.601567174527642,6.776423454284668,0.501,3
17,0.2244323011443549,0.24998989701271057,0.871399702489849,0.8306424661295545,1.6041931946601165,5.199472904205322,0.5,3
18,0.22567384944288785,0.2471354901790619,0.8796433125036144,0.8341036538310096,1.5960526254337295,15.808211326599121,0.503,3
19,0.22599698343020969,0.2770629823207855,0.876312028386625,0.8247522715327626,1.6059228274897623,5.708768844604492,0.5,3
20,0.2237179535140476,0.277631551027298,0.8773060947088046,0.8105916474520816,1.614443165707808,10.076744079589844,0.5,3
21,0.2212551963934,0.2785392999649048,0.8778508479362366,0.8194953582957136,1.5745503342512883,10.286968231201172,0.501,3
22,0.22202423873586932,0.26879721879959106,0.8818417688415838,0.8218053756645173,1.5779290933932555,6.721391201019287,0.496,3
23,0.22108441938269438,0.3057137131690979,0.8848958787326537,0.8161741807179859,1.5958657658539899,4.720489025115967,0.501,3
24,0.22016322744301028,0.2669459879398346,0.8862862604600928,0.814758361196331,1.5940675814789431,6.79494047164917,0.497,3
25,0.22079031762319748,0.26872918009757996,0.8779998822930147,0.817740764978338,1.6060398726359657,22.75569725036621,0.499,3
26,0.2152369870989533,0.2691163718700409,0.8845223814329946,0.8279164393137488,1.6022047601905265,4.973697185516357,0.501,3
0,0.44944523331833136,0.309848427772522,0.8084944263506239,0.8178945695996102,0.9276884882974687,1.871576189994812,0.5,4
1,0.3167616836481258,0.26897993683815,0.8167942692565057,0.8233145152369924,1.1236499460396874,2.7522497177124023,0.498,4
2,0.2938054776768911,0.2829384207725525,0.835059379427431,0.8322373216803156,1.2047916949973276,2.869344472885132,0.498,4
3,0.27524728356456885,0.2640645205974579,0.8455369241846866,0.8450156271704045,1.2707261553080813,3.6211960315704346,0.5,4
4,0.267517980870365,0.2558062970638275,0.8355128822441444,0.8309536805645805,1.3533327039208494,3.6767449378967285,0.498,4
5,0.25971885856942856,0.2573079764842987,0.8568610955403992,0.8459627784596386,1.4373865068665606,3.8587324619293213,0.54,4
6,0.2543170448780374,0.25044724345207214,0.8505732748074115,0.8492830223001081,1.470908781520934,5.7214508056640625,0.555,4
7,0.24723938097674228,0.24915900826454163,0.8641860956921048,0.8538476645696642,1.5347139349253909,3.8760745525360107,0.555,4
8,0.24360680511424979,0.2686694860458374,0.864292098486193,0.8187421646236466,1.6404860852107073,4.073554992675781,0.519,4
9,0.2412601371193906,0.24062438309192657,0.8756286382601626,0.8558925693369681,1.691501679352935,4.795865058898926,0.501,4
10,0.23829666352849233,0.2454470545053482,0.8786259022433685,0.8457131800726423,1.6886846437284597,4.589946746826172,0.506,4
11,0.23884409669987927,0.23000800609588623,0.8777077611991433,0.852064485309647,1.7120618176633033,5.554256916046143,0.499,4
12,0.23158912973206033,0.23755410313606262,0.8704946389761018,0.8589110932527682,1.7490602772147916,4.625840187072754,0.5,4
13,0.23310477195285526,0.23254302144050598,0.8756226625128776,0.8530704984532472,1.7890042559745598,4.933320999145508,0.501,4
14,0.22911216024117978,0.24192984402179718,0.8804876315271684,0.849050111070617,1.7657683132037187,5.1368021965026855,0.5,4
15,0.22905966154592938,0.23215727508068085,0.8745075093476161,0.8583443279789942,1.781468601526793,4.81223201751709,0.498,4
16,0.2265997531582087,0.23613344132900238,0.8843745913939752,0.8581737470182036,1.7230334706771357,4.782544136047363,0.496,4
17,0.22704744308558691,0.2218654602766037,0.8835154853729094,0.8541229622795194,1.736777728607532,4.272289752960205,0.497,4
18,0.22751253585138498,0.21519507467746735,0.8848074365049031,0.8657214203277904,1.765122485686982,4.329573631286621,0.536,4
19,0.2246377210332785,0.23721051216125488,0.8757859067236407,0.8466839788792766,1.736404317405384,5.030278205871582,0.555,4
20,0.22290728434586557,0.23788979649543762,0.8818390213597437,0.8469400057952756,1.7640439262110568,4.596953868865967,0.555,4
21,0.22380122617966886,0.22436748445034027,0.8796365161629742,0.8661004113605715,1.751287383445795,4.930300235748291,0.556,4
22,0.22040179580430425,0.24038751423358917,0.8806361361438624,0.85032044734927,1.7146387077445884,5.6095452308654785,0.558,4
23,0.22293334071952678,0.2319599837064743,0.8873713010878391,0.8654373489397517,1.7527597055761868,7.991434574127197,0.555,4
24,0.22214752071008223,0.2440679669380188,0.886434181771766,0.8574170383306083,1.73386617383781,4.634286403656006,0.555,4
25,0.21760289081923262,0.214341938495636,0.8928084795509142,0.8600755043879618,1.7566084806391373,7.353979110717773,0.556,4
26,0.21981380495570393,0.23434679210186005,0.8887532867112706,0.8671831014624157,1.7480551961303856,8.864845275878906,0.556,4
27,0.2203099313774913,0.21967552602291107,0.8883595713992857,0.8679002232350214,1.751577897544592,5.281141757965088,0.556,4
28,0.2188726075297916,0.24732433259487152,0.8865708117568033,0.8466087252928168,1.7374365522927446,7.231583118438721,0.555,4
29,0.21833935595940854,0.23057961463928223,0.8862059248526419,0.8549283660742152,1.7224888696343845,5.1974358558654785,0.558,4
30,0.2172520619783948,0.2155146300792694,0.8912392158152128,0.8634673799612662,1.7008175987342915,4.861689567565918,0.556,4
31,0.21605591595722595,0.22103075683116913,0.8885931631821631,0.8629807996523693,1.728010308365577,5.2274041175842285,0.555,4
32,0.2155541079278363,0.23509401082992554,0.8873962835010584,0.8520860748030264,1.7090842938234683,4.397336483001709,0.555,4
33,0.21956729351472948,0.2321331650018692,0.889070622125695,0.8410993002615733,1.7124524534690992,4.4326887130737305,0.556,4
34,0.2166636788797944,0.24249835312366486,0.891075347815548,0.8526981595407381,1.7000416736357769,5.357292175292969,0.556,4
35,0.21860795316920764,0.2126062661409378,0.8893391881070681,0.8685763377031478,1.670289494067784,4.726260662078857,0.558,4
36,0.2125729875288148,0.23538222908973694,0.8892094714031257,0.8664552633037941,1.620677158216871,4.654567718505859,0.497,4
37,0.21613826634600386,0.21714158356189728,0.89122642631443,0.8657656822760518,1.6479616922980398,4.778597831726074,0.496,4
38,0.212209127686319,0.22367791831493378,0.8897435372177586,0.8672165460096704,1.6463712414184264,4.732273101806641,0.495,4
39,0.21417451544869714,0.2430654615163803,0.88729043818864,0.8280238618703446,1.665511808769191,4.9915008544921875,0.497,4
40,0.21517208929766307,0.22742949426174164,0.8963099695653525,0.8607337089813314,1.6308826665947402,4.5972580909729,0.499,4
41,0.21327180053660835,0.23669371008872986,0.8984477952036858,0.8532082017956221,1.6579305441640269,4.240705490112305,0.497,4
42,0.21100448070975003,0.24195577204227448,0.8982009192668359,0.8631429147240551,1.667790131371012,4.90116548538208,0.497,4
43,0.2175192048819797,0.2081923484802246,0.8930872705772898,0.8602431063725623,1.6457518040348575,4.84834098815918,0.499,4
